comment,label,processed_comment
đặt kg kg shopcòn tặg kèm tặg đàg hòag chớ làm ăn j sốg nhăn shopkưa đảo dám,Positive,đặt kg kg shopcòn tặg kèm tặg đàg hoàg chớ làm_ăn j sốg nhăn shopkưa đảo dám
đồng ý giống hình ảnh,Positive,đồng_ý giống hình_ảnh
đặt sản phẩm sữa rửa mặt nước khô nhiên ưu sản phẩm thơm bỏ lần rút nghiệm du g sản phẩm khách đặt nhà,Negative,đặt sản_phẩm sữa rửa mặt_nước khô nhiên ưu sản_phẩm thơm bỏ lần rút nghiệm du g sản_phẩm khách đặt nhà
sản phẩm tầm giá cầu ủng hộ hàng,Positive,sản_phẩm tầm giá cầu ủng_hộ hàng
chắc chắn nhìn gọn gàng sản phẩm khác,Normal,chắc_chắn nhìn gọn_gàng sản_phẩm khác
măng nhìn kg mốc đúng hình điều hơi dài ăn tặng sóp luôn,Positive,măng nhìn kg mốc đúng hình điều hơi dài ăn tặng sóp luôn
phải lắm ăn củng tạm mọi người,Normal,phải lắm ăn củng tạm mọi người
nghiệp,Negative,nghiệp
ít bọt nhớt lắm,Negative,ít bọt nhớt lắm
nhận hàng đầy đủ đặt hàng lần đóng gói dày kín,Positive,nhận hàng đầy_đủ đặt_hàng lần đóng_gói dày kín
quá nhiều vị ăn quá tệ,Negative,quá nhiều vị ăn quá tệ
sản phẩm mùi thơm màu trắng phải màu hồng tán vân hộp mặt trước màu hồng nhạt mặt màu trắng,Negative,sản_phẩm mùi thơm màu trắng phải màu hồng tán vân hộp mặt trước màu hồng nhạt mặt màu trắng
rẻ rẻnhưng chất lượng hơi kém,Negative,rẻ rẻnhưng chất_lượng hơi kém
mình đặt hộp thịt hộp bì ăn thử mới biết bì làm đổi,Negative,đặt hộp thịt hộp bì ăn thử biết bì làm đổi
hàng mút bị cháy đen nhiều biết bằng thêm sấy mật bù vào loại khác rất vụn phải lấy muỗng ăn thôi chấp nhận giá rẻ,Positive,hàng mút bị cháy đen nhiều biết bằng thêm sấy mật bù vào loại khác vụn phải lấy muỗng ăn thôi chấp_nhận giá rẻ
đóng gói kĩ nhận hàng bị gãy bông giá rẻ nhiều bụi,Normal,đóng_gói kĩ nhận hàng bị gãy bông giá rẻ nhiều bụi
mực khô dày đáng hài lòng mực khô vũng tàu đích thực mực khô giàu hương vị,Positive,mực khô dày đáng hài_lòng mực khô vũng_tàu đích_thực mực khô giàu hương_vị
đặt kính đưa hợp,Negative,đặt kính đưa hợp
loại ăn sữa bình thường hàng hiểu cửa hàng bảo hết hàng đặt công cảm ơn công cảm ơn hết hàng cửa hàng trộn nửa thùng loại thường mình hài lòng lắm,Negative,loại ăn sữa bình_thường hàng hiểu cửa_hàng bảo hết hàng đặt công cảm_ơn công cảm_ơn hết hàng cửa_hàng trộn nửa thùng loại thường hài_lòng lắm
mình nhận hàng sáng đặt hàng kg hành bị úng thúi hư kg kiểm hành trước khách tránh nhận xét ảnh hưởng tới chất lượng sản phẩm,Positive,nhận hàng sáng đặt_hàng kg hành bị úng thúi hư kg kiểm hành trước khách tránh nhận_xét ảnh_hưởng tới chất_lượng sản_phẩm
chùm ruột trái chất mình mới ăn thử mấy trái tê hết miệng làm mứt chùm ruột khéo mọi người ăn chuyện lớn mình dám ăn cần sát nhân mình gửi tặng ăn thử mọi người ăn làm bằng chất độc hại mọi người,Negative,chùm_ruột trái chất ăn thử mấy trái tê hết miệng làm mứt chùm_ruột khéo mọi người ăn chuyện lớn dám ăn sát_nhân gửi tặng ăn thử mọi người ăn_làm bằng chất độc_hại mọi người
hàng cực đủ trọng lượng ăn biết chất lượng nhìn thấy ổn,Positive,hàng cực đủ trọng_lượng ăn biết chất_lượng nhìn thấy ổn
thích áo khoác mũ đa dạng dễ phối đồ chất liệu mềm mại thoải mái cách thời điểm trừ nó dày,Negative,thích áo_khoác mũ đa_dạng dễ phối đồ chất_liệu mềm_mại thoải_mái cách thời_điểm trừ nó dày
khảo thôi,Positive,khảo thôi
khô gà hủ đủ khối lượng,Normal,khô gà hủ đủ khối_lượng
ăn dở tệ,Negative,ăn_dở tệ
mỡ quá ăn phải lạp xưởng tôm,Negative,mỡ quá ăn phải lạp_xưởng tôm
rất hài lòng ủng hộ nhiều,Positive,hài_lòng ủng_hộ nhiều
giấy giấy vệ,Negative,giấy giấy vệ
khá đồng ý ăn,Positive,khá đồng_ý ăn
hương thơm giống hình quảng cáo rất chất lượng,Positive,hương thơm giống hình quảng_cáo chất_lượng
áo mỏng mình nghĩ,Negative,áo mỏng nghĩ
giấy chất lượng quá tệ,Negative,giấy chất_lượng quá tệ
hàng siêu trông hình thức đẹp nấu thử ăn rất giá rẻ mn,Positive,hàng siêu trông hình_thức đẹp nấu thử ăn giá rẻ mn
hành to rất ok,Positive,hành to ok
túi tiền,Positive,túi_tiền
lòng đưa góp ý chúng tôi phục vụ bạn tốt hơnniệm bị bể hợp,Negative,lòng đưa góp_ý chúng_tôi phục_vụ tốt hơnniệm bị bể hợp
mắm anhơi mùi ớt,Positive,mắm anhơi mùi ớt
đen trái bị mốc á,Negative,đen trái bị mốc á
chất lượng phù hợp giá tiền,Normal,chất_lượng phù_hợp giá tiền
hàng bị lỗi phân cực gọng kính băng nhựa đò chơi trẻ,Negative,hàng bị lỗi phân_cực gọng kính băng nhựa đò chơi trẻ
túi áo trái bị lủng tôi biết bỏ điện thoại vào rớt bể mất kính cường lực rất bực mình,Negative,túi áo trái bị lủng tôi biết bỏ điện_thoại vào rớt bể mất kính cường_lực bực_mình
kính đẹp đeo vào thấy dịu rất tế tôi giới thiệu bạn bè kính,Normal,kính đẹp đeo vào thấy dịu tế tôi giới_thiệu bạn_bè kính
nhận hàng gói củ nén gỏi rất lòng làm ăn cẩn thận,Positive,nhận hàng gói củ nén gỏi lòng làm_ăn cẩn_thận
de la ki ma co ha thảt,Positive,de la ki ma co ha thảt
làm ăn l hộp hộp tự hủy đơn âm,Negative,làm_ăn l hộp hộp tự huỷ đơn_âm
gởi ăn tết giá hợp lý dịp ghé thêm đồng ý,Positive,gởi ăn tết giá hợp_lý dịp ghé thêm đồng_ý
thiếu sản phâm tặng kèm,Negative,thiếu sản phâm tặng kèm
thấy hình bán đeo vvăn hàng mình khác hhăn luôn á,Normal,thấy hình bán đeo vvăn hàng khác hhăn luôn á
bảo vệ da khỏi tác động ánh nắng mặt trời má đề xuất hài xỉu,Negative,bảo_vệ da khỏi tác_động ánh nắng mặt_trời má đề_xuất hài xỉu
chất lượng giống hình mô tả động cơ giống hình mô tả chính hãng giống hình mô tả bán hàng giống hình mô tả khẩu mỏng te rất bực luôn xứng giá trị tiền bỏ quá mỏng luôn lớp thôi mọi người kỹ,Negative,chất_lượng giống hình mô_tả động_cơ giống hình mô_tả chính hãng giống hình mô_tả bán hàng giống hình mô_tả khẩu mỏng te bực luôn xứng giá_trị tiền bỏ_quá mỏng luôn lớp thôi mọi người kỹ
nhận hàng đầy đủ ăn biết ăn rùi đánh giá tiếp,Positive,nhận hàng đầy_đủ ăn biết ăn rùi đánh_giá tiếp
nhẹ nhàng da nhạy cảm bền lâu trôi tiện lợi dễ sử dụng mềm mại nhẹ nhàng da dễ dàng thấm hút lớp điểm,Negative,nhẹ_nhàng da nhạy_cảm bền lâu trôi tiện_lợi dễ sử_dụng mềm_mại nhẹ_nhàng da dễ_dàng thấm hút lớp điểm
mình nhận hàng đóng gói đẹp hàng ăn lắm ủng hộ năm,Positive,nhận hàng đóng_gói đẹp hàng ăn lắm ủng_hộ năm
hộp trước bể hộp gọi vụn đúng,Negative,hộp trước bể hộp gọi vụn đúng
giãn nở,Negative,giãn_nở
mực tặng rất gần bắng đốt ngón hi vọng ăn nhớ hàng tặng lắm,Positive,mực tặng gần bắng đốt ngón hi_vọng ăn nhớ hàng tặng lắm
đáng tiềngiá phải chăng mùi vịthơm ngọt nói mật chính hãng nguyên chất mình thử bề mặt giấy xác nhận mật thật mình thử bề mặt ly uống nước vòng tiếng nó cặn chất lượng phải đợi sử dụng thời đồng ý ủng hộ tiếp tục,Positive,đáng tiềngiá phải_chăng mùi vịthơm ngọt nói mật chính hãng nguyên_chất thử bề_mặt giấy xác_nhận mật thật thử bề_mặt ly uống nước vòng tiếng nó cặn chất_lượng phải đợi sử_dụng thời đồng_ý ủng_hộ tiếp_tục
hàng tặng hình ảnh nhận hàng đặt thôi,Positive,hàng tặng hình_ảnh nhận hàng đặt thôi
sản phẩm giống họa mọi người bọc đến hàng tặng bị mọt ăn đem tặng hơi thất vọng tí,Negative,sản_phẩm giống hoạ mọi người bọc đến hàng tặng bị mọt ăn đem tặng hơi thất_vọng tí
mình đặt hàng ngày ở địa q lúc mình làm việc đấy mình đợi tận hôm mới gọi hàng mình chuyển địa điểm làm việc q mình kêu họ quận mình nói kêu mình huỷ đơn đặt đơn khác mình đợi tận tuần liền nhắn trả lời tiền mình toán mình phải tự đến cửa hàng q lấy hàng thật sự hài lòng lần chẳng dám lần quá tệ,Negative,đặt_hàng ngày ở địa q lúc làm_việc đấy đợi tận hôm gọi hàng chuyển địa_điểm làm_việc q kêu họ quận nói kêu huỷ đơn đặt đơn khác đợi tận tuần liền nhắn trả_lời tiền toán phải tự đến cửa_hàng q lấy hàng thật_sự hài_lòng lần chẳng dám lần quá tệ
thêm hương vị độc đáo món ăn đóng gói tiện lợi dễ dàng bảo quản chất lượng hương vị tuyệt vời,Positive,thêm hương_vị độc_đáo món ăn đóng_gói tiện_lợi dễ_dàng bảo_quản chất_lượng hương_vị tuyệt_vời
of of,Negative,of of
nút bấm quá tệ,Negative,nút bấm quá tệ
hương thơm xà bông tí mùi hôi,Negative,hương thơm xà_bông tí mùi hôi
tăng cường hương vị món ăn yêu thích bạn chứa tự nhiên đóng gói tiện lợi dễ dàng bảo quản,Positive,tăng_cường hương_vị món ăn yêu thích chứa tự_nhiên đóng_gói tiện_lợi dễ_dàng bảo_quản
sản phẩm khuyến mãi trắng đẹp nhỏ thấy sản phẩm chính,Positive,sản_phẩm khuyến_mãi trắng đẹp nhỏ thấy sản_phẩm chính
hiệu quảcũng ổn giảm giá rẻ,Normal,hiệu quảcũng ổn giảm_giá rẻ
giá trị tuyệt vời giá tiền,Normal,giá_trị tuyệt_vời giá tiền
đặt hàng ngày đợi mãi thấy nhắn cửa hàng hỏi trả lời đợi tới hàng hề thấy nhân viên trả lời hàng đặt đợi biết cửa hàng uy tín chất lượng đặt hàng thất vọng thật sự,Negative,đặt_hàng ngày đợi mãi thấy nhắn cửa_hàng hỏi trả_lời đợi tới hàng hề thấy nhân_viên trả_lời hàng đặt đợi biết cửa_hàng uy_tín chất_lượng đặt_hàng thất_vọng thật_sự
lần biết sử dụng thử đồng ý tiếp đơn hàng đừng tặng khô mực nhìn kỳ cục lắm bé mỏng,Positive,lần biết sử_dụng thử đồng_ý tiếp đơn hàng đừng tặng khô mực nhìn kỳ_cục lắm bé mỏng
sp quá tệ mùi hôi rình,Negative,sp quá tệ mùi hôi_rình
bông tẩy hơi cứng mềm mình tưởng tượng giá rẻ dùng,Normal,bông tẩy hơi cứng mềm tưởng_tượng giá rẻ dùng
mùi hươngmùi hơi nồng độ bềntốt,Normal,mùi hươngmùi hơi nồng_độ bềntốt
mình món cá nhân thấy ướp loại khác mình ăn tỏi mềm ỉu chứ giòn khô ẩm chứ phải khô giòn lạt chuẩn bị hàng lâu,Normal,món cá_nhân thấy ướp loại khác ăn tỏi mềm ỉu chứ giòn khô ẩm chứ phải khô giòn lạt chuẩn_bị hàng lâu
mùi hôi nhựa hôi ny lông ăn rất khó chịu thấy nhiều lượt thử đọc bình luận thấy đúng,Negative,mùi hôi nhựa hôi ny lông ăn khó_chịu thấy nhiều lượt thử đọc bình_luận thấy đúng
mât bình thường,Negative,mât bình_thường
hk biết mình xài bị mẩn đỏ nổi quá chừng,Normal,hk biết xài bị mẩn đỏ nổi quá_chừng
vưa tiên đong wa ki tài khoản,Positive,vưa tiên đong wa ki tài_khoản
mới nhận hàng vị nhìn hình quảng cáo sản phẩm rất nhiêu tôi ớt thực tế nhận hàng giống ngọt thơm tôi ớt rất ít,Normal,nhận hàng vị nhìn hình quảng_cáo sản_phẩm nhiêu tôi ớt thực_tế nhận hàng giống ngọt thơm tôi ớt ít
nhận đúng mẫu sử dụng tốt cảm ơn,Normal,nhận đúng mẫu sử_dụng tốt cảm_ơn
chất lượng kém mới xài đứt dây,Negative,chất_lượng kém xài đứt dây
đáng tiềnko đáng nước quá tệ tiền nấy nước tưởng nước lả xịt,Negative,đáng tiềnko đáng nước quá tệ tiền nấy nước tưởng nước lả xịt
đáng tiềnsản phẩm chất lượng quảng cáo mùi vịđánh giá,Positive,đáng tiềnsản phẩm_chất lượng quảng_cáo mùi vịđánh giá
sản phẩm đóng gói cẩn thận ăn biết,Normal,sản_phẩm đóng_gói cẩn_thận ăn biết
kg khô gà gồm hộp hộp ăn hộp ăn đến nửa hủ thấy hôi dầu mặc hủ đều ăn cùng ngày hiểu kiểu,Negative,kg khô gà gồm hộp hộp ăn hộp ăn đến nửa hủ thấy hôi dầu mặc hủ đều ăn cùng ngày hiểu kiểu
đáng tiền mực ngọt nhỏ lắm giá hợp lý hàng nhiệt tình thân thiện,Positive,đáng tiền mực ngọt nhỏ lắm giá hợp_lý hàng nhiệt_tình thân_thiện
giống mẫu mùi hôi giản,Negative,giống mẫu mùi hôi giản
chất lượngnhìn giống hàng giả đợi hiệu quảchưa biết,Negative,chất lượngnhìn giống hàng giả đợi hiệu quảchưa biết
hàng xấu thiệt mạng,Negative,hàng xấu thiệt_mạng
dùng hỏng hết mặt,Negative,dùng hỏng hết mặt
hàng kém chất,Negative,hàng kém chất
đóng gói rất cẩn thận chỉn,Normal,đóng_gói cẩn_thận chỉn
tôt lm sôp,Positive,tôt lm sôp
lòng đưa góp ý chúng tôi phục vụ bạn tốt hơncó gr,Negative,lòng đưa góp_ý chúng_tôi phục_vụ tốt hơncó gr
đáng tiền lúc giảm giá re phù mùi vị giống hành tím củ to giống hành tây đồng ý,Positive,đáng tiền lúc giảm_giá re phù mùi_vị giống hành tím củ to giống hành_tây đồng_ý
tạm ổn ớt nhiều quá,Negative,tạm ổn ớt nhiều quá
nhận đúng đơn hàng,Negative,nhận đúng đơn hàng
dễ dàng làm sạch bảo quản sản phẩm nhận đúng đơn hàng hình dáng đẹp thoáng giá c hợp lý tặng,Positive,dễ_dàng làm sạch bảo_quản sản_phẩm nhận đúng đơn hàng hình_dáng đẹp thoáng giá c hợp_lý tặng
bảo kính đổi màu nhận kính trắng,Negative,bảo kính_đổi_màu nhận kính trắng
